compound	disease	target	associated_interactors	interactors	TP	TP + FP	precision	associated_target	upregulated_target	downregulated_target
Betamethasone	breast cancer	ABCB1		BCCIP, CAV1, CD4, DHX9, HAX1, LAPTM4B, LNX1, MAPKAP1, PHB2, PIM1, PSMB8, RNF2, UBC	0	13	0	1	0	0
Betamethasone	breast cancer	NR3C2		ACTA1, ACTG1, AR, FKBP4, HSP90AA1, HSPA4, NCOA1, NCOA2, NR3C1, PIAS1, PIAS3, PROX1, PSMC5, PTGES3, RANBP2, SRC, TRIM24	0	17	0	0	0	1
Betamethasone	hematologic cancer	NR3C1	IRF8	ACP1, ADA, ALDH5A1, ANP32A, AR, ARPC5, ASXL1, ATP1B1, BAG1, CALM1, CALM2, CALM3, CALR, CD3D, CD4, CDKN1A, CEBPA, CEBPB, CENPB, CHD9, CLIP1, CLTC, CLU, COPS6, CREB1, CREBBP, CUL2, CWC15, CXCL8, DAP3, DAXX, DCAF6, DDC, DDX54, DUSP1, DYNC1I2, ECD, EIF4A2, EIF5B, EP300, EPB41L2, EPB41L3, ETS1, ETS2, FKBP4, FOS, FTH1, GNB1, GNB2, GNB2L1, GRIP1, HDAC1, HDAC2, HDAC6, HMGB1, HMGB2, HMOX2, HNRNPA1, HNRNPU, HOXB1, HSP90AA1, HSPA1A, HSPA1B, HSPD1, IDE, IFNGR2, IGFBP1, IRF1, IRF2, IRF8, JUN, KAT5, KDM5A, KIAA0408, KMT2A, KPNA2, KTN1, LCK, LRIF1, MAFF, MAPK1, MAPK15, MAPK8, MDM2, MED1, MED14, MED25, MMP1, MMP13, MSX2, NCL, NCOA1, NCOA2, NCOA3, NCOA4, NCOA6, NCOR1, NCOR2, NEDD4L, NFKB1, NFKB2, NR0B1, NR1H3, NR2E3, NR2F2, NR2F6, NR3C2, NR4A1, NRIP1, NTRK2, ONECUT1, OSGEP, PBX1, PELP1, PHF3, PIAS2, PML, POLR1D, POU1F1, POU2F1, POU2F2, PPARGC1A, PPID, PPP3CA, PPP5C, PRKACA, PRKDC, PRPF6, PRRC2C, PSMC3IP, PSMD7, PTGES3, PTMS, PTPRN2, RAD54L2, RAD9A, RAF1, RAN, RANBP9, RARA, RBM14, RELA, RNF14, RPS6KA5, RXRB, SET, SFN, SFPQ, SLC25A4, SMAD3, SMARCA2, SMARCA4, SMARCB1, SMARCC1, SMARCC2, SMARCD1, SMARCE1, SRA1, SRC, SRSF5, SSB, STAT3, STAT5A, STAT5B, STIP1, SUMO1, SUMO2, SUMO4, SVIL, SYT1, TADA2A, TBP, TCEAL2, TDG, TGFB1I1, THRAP3, TJP2, TMF1, TP53, TP53BP1, TRIM24, TRIM28, TSG101, TSPYL2, TTC3, TXN, UBB, UBC, UBE2I, UBE2L3, UBE3A, YWHAH, ZBTB16, ZBTB20, ZBTB3, ZBTB9, ZHX1, ZNF483, ZNF496	1	199	0.00503	1	0	0
Betamethasone	hematologic cancer	CYP19A1		CEBPD, FANCG	0	2	0	0	0	0
Betamethasone	hematologic cancer	PLA2G1B		BGN, CSF3R, PLA2G2A, PLAA, SOCS2	0	5	0	0	0	0
Betamethasone	hematologic cancer	CYP3A4		AMFR, CYB5A, GK, PGRMC1, POR, STUB1, UGT2B7	0	7	0	0	0	0
Betamethasone	hematologic cancer	PTGS2		ABHD16A, CAV1, NELFCD, NUCB1, PTGIS, TP53, UBC	0	7	0	0	0	0
Betamethasone	hematologic cancer	ABCB1		BCCIP, CAV1, CD4, DHX9, HAX1, LAPTM4B, LNX1, MAPKAP1, PHB2, PIM1, PSMB8, RNF2, UBC	0	13	0	1	0	0
Betamethasone	hematologic cancer	NR3C2		ACTA1, ACTG1, AR, FKBP4, HSP90AA1, HSPA4, NCOA1, NCOA2, NR3C1, PIAS1, PIAS3, PROX1, PSMC5, PTGES3, RANBP2, SRC, TRIM24	0	17	0	0	0	0
Betamethasone	hematologic cancer	PGR		ANP32A, APEX2, ARID1A, BATF3, BCAS2, CCNA1, CCNA2, CDC25B, CDK2, COPS5, CSNK2A1, CUEDC2, DAP3, DDX54, ESR1, FGFR2, FKBP5, GNAI1, HMGB1, HMGB2, HSP90AA1, JDP2, KAT2B, KLF9, MAGEA11, MAPK1, NCOA1, NCOA3, NCOR1, NCOR2, NR0B1, PIAS1, PIAS2, PIAS3, POU2F1, POU2F2, PRDM2, PRKDC, PRMT2, RBM23, RBM39, RELA, RNF4, SMARCA1, SMARCD1, SMARCE1, SNW1, SORBS1, SP1, SRC, STAT3, STAT5A, STAT5B, TAF1B, TDG, TRIM24, UBC, UBE3A, UBR5, XRCC5, XRCC6, ZBTB17	0	62	0	0	0	0
Betamethasone	multiple sclerosis	PGR	MAPK1, STAT3	ANP32A, APEX2, ARID1A, BATF3, BCAS2, CCNA1, CCNA2, CDC25B, CDK2, COPS5, CSNK2A1, CUEDC2, DAP3, DDX54, ESR1, FGFR2, FKBP5, GNAI1, HMGB1, HMGB2, HSP90AA1, JDP2, KAT2B, KLF9, MAGEA11, MAPK1, NCOA1, NCOA3, NCOR1, NCOR2, NR0B1, PIAS1, PIAS2, PIAS3, POU2F1, POU2F2, PRDM2, PRKDC, PRMT2, RBM23, RBM39, RELA, RNF4, SMARCA1, SMARCD1, SMARCE1, SNW1, SORBS1, SP1, SRC, STAT3, STAT5A, STAT5B, TAF1B, TDG, TRIM24, UBC, UBE3A, UBR5, XRCC5, XRCC6, ZBTB17	2	62	0.0323	1	0	0
Betamethasone	multiple sclerosis	NR3C1	IRF8, MAPK1, STAT3	ACP1, ADA, ALDH5A1, ANP32A, AR, ARPC5, ASXL1, ATP1B1, BAG1, CALM1, CALM2, CALM3, CALR, CD3D, CD4, CDKN1A, CEBPA, CEBPB, CENPB, CHD9, CLIP1, CLTC, CLU, COPS6, CREB1, CREBBP, CUL2, CWC15, CXCL8, DAP3, DAXX, DCAF6, DDC, DDX54, DUSP1, DYNC1I2, ECD, EIF4A2, EIF5B, EP300, EPB41L2, EPB41L3, ETS1, ETS2, FKBP4, FOS, FTH1, GNB1, GNB2, GNB2L1, GRIP1, HDAC1, HDAC2, HDAC6, HMGB1, HMGB2, HMOX2, HNRNPA1, HNRNPU, HOXB1, HSP90AA1, HSPA1A, HSPA1B, HSPD1, IDE, IFNGR2, IGFBP1, IRF1, IRF2, IRF8, JUN, KAT5, KDM5A, KIAA0408, KMT2A, KPNA2, KTN1, LCK, LRIF1, MAFF, MAPK1, MAPK15, MAPK8, MDM2, MED1, MED14, MED25, MMP1, MMP13, MSX2, NCL, NCOA1, NCOA2, NCOA3, NCOA4, NCOA6, NCOR1, NCOR2, NEDD4L, NFKB1, NFKB2, NR0B1, NR1H3, NR2E3, NR2F2, NR2F6, NR3C2, NR4A1, NRIP1, NTRK2, ONECUT1, OSGEP, PBX1, PELP1, PHF3, PIAS2, PML, POLR1D, POU1F1, POU2F1, POU2F2, PPARGC1A, PPID, PPP3CA, PPP5C, PRKACA, PRKDC, PRPF6, PRRC2C, PSMC3IP, PSMD7, PTGES3, PTMS, PTPRN2, RAD54L2, RAD9A, RAF1, RAN, RANBP9, RARA, RBM14, RELA, RNF14, RPS6KA5, RXRB, SET, SFN, SFPQ, SLC25A4, SMAD3, SMARCA2, SMARCA4, SMARCB1, SMARCC1, SMARCC2, SMARCD1, SMARCE1, SRA1, SRC, SRSF5, SSB, STAT3, STAT5A, STAT5B, STIP1, SUMO1, SUMO2, SUMO4, SVIL, SYT1, TADA2A, TBP, TCEAL2, TDG, TGFB1I1, THRAP3, TJP2, TMF1, TP53, TP53BP1, TRIM24, TRIM28, TSG101, TSPYL2, TTC3, TXN, UBB, UBC, UBE2I, UBE2L3, UBE3A, YWHAH, ZBTB16, ZBTB20, ZBTB3, ZBTB9, ZHX1, ZNF483, ZNF496	3	199	0.0151	0	0	0
Betamethasone	multiple sclerosis	CYP19A1		CEBPD, FANCG	0	2	0	0	0	0
Betamethasone	multiple sclerosis	PLA2G1B		BGN, CSF3R, PLA2G2A, PLAA, SOCS2	0	5	0	0	0	0
Betamethasone	multiple sclerosis	CYP3A4		AMFR, CYB5A, GK, PGRMC1, POR, STUB1, UGT2B7	0	7	0	0	0	0
Betamethasone	multiple sclerosis	PTGS2		ABHD16A, CAV1, NELFCD, NUCB1, PTGIS, TP53, UBC	0	7	0	0	0	0
Betamethasone	multiple sclerosis	ABCB1		BCCIP, CAV1, CD4, DHX9, HAX1, LAPTM4B, LNX1, MAPKAP1, PHB2, PIM1, PSMB8, RNF2, UBC	0	13	0	0	0	0
Betamethasone	multiple sclerosis	NR3C2		ACTA1, ACTG1, AR, FKBP4, HSP90AA1, HSPA4, NCOA1, NCOA2, NR3C1, PIAS1, PIAS3, PROX1, PSMC5, PTGES3, RANBP2, SRC, TRIM24	0	17	0	0	0	0
Betamethasone	rheumatoid arthritis	NR3C1	ETS1, IRF8, MED1	ACP1, ADA, ALDH5A1, ANP32A, AR, ARPC5, ASXL1, ATP1B1, BAG1, CALM1, CALM2, CALM3, CALR, CD3D, CD4, CDKN1A, CEBPA, CEBPB, CENPB, CHD9, CLIP1, CLTC, CLU, COPS6, CREB1, CREBBP, CUL2, CWC15, CXCL8, DAP3, DAXX, DCAF6, DDC, DDX54, DUSP1, DYNC1I2, ECD, EIF4A2, EIF5B, EP300, EPB41L2, EPB41L3, ETS1, ETS2, FKBP4, FOS, FTH1, GNB1, GNB2, GNB2L1, GRIP1, HDAC1, HDAC2, HDAC6, HMGB1, HMGB2, HMOX2, HNRNPA1, HNRNPU, HOXB1, HSP90AA1, HSPA1A, HSPA1B, HSPD1, IDE, IFNGR2, IGFBP1, IRF1, IRF2, IRF8, JUN, KAT5, KDM5A, KIAA0408, KMT2A, KPNA2, KTN1, LCK, LRIF1, MAFF, MAPK1, MAPK15, MAPK8, MDM2, MED1, MED14, MED25, MMP1, MMP13, MSX2, NCL, NCOA1, NCOA2, NCOA3, NCOA4, NCOA6, NCOR1, NCOR2, NEDD4L, NFKB1, NFKB2, NR0B1, NR1H3, NR2E3, NR2F2, NR2F6, NR3C2, NR4A1, NRIP1, NTRK2, ONECUT1, OSGEP, PBX1, PELP1, PHF3, PIAS2, PML, POLR1D, POU1F1, POU2F1, POU2F2, PPARGC1A, PPID, PPP3CA, PPP5C, PRKACA, PRKDC, PRPF6, PRRC2C, PSMC3IP, PSMD7, PTGES3, PTMS, PTPRN2, RAD54L2, RAD9A, RAF1, RAN, RANBP9, RARA, RBM14, RELA, RNF14, RPS6KA5, RXRB, SET, SFN, SFPQ, SLC25A4, SMAD3, SMARCA2, SMARCA4, SMARCB1, SMARCC1, SMARCC2, SMARCD1, SMARCE1, SRA1, SRC, SRSF5, SSB, STAT3, STAT5A, STAT5B, STIP1, SUMO1, SUMO2, SUMO4, SVIL, SYT1, TADA2A, TBP, TCEAL2, TDG, TGFB1I1, THRAP3, TJP2, TMF1, TP53, TP53BP1, TRIM24, TRIM28, TSG101, TSPYL2, TTC3, TXN, UBB, UBC, UBE2I, UBE2L3, UBE3A, YWHAH, ZBTB16, ZBTB20, ZBTB3, ZBTB9, ZHX1, ZNF483, ZNF496	3	199	0.0151	1	0	0
Betamethasone	rheumatoid arthritis	CYP19A1		CEBPD, FANCG	0	2	0	0	0	0
Betamethasone	rheumatoid arthritis	PLA2G1B		BGN, CSF3R, PLA2G2A, PLAA, SOCS2	0	5	0	0	0	0
Betamethasone	rheumatoid arthritis	CYP3A4		AMFR, CYB5A, GK, PGRMC1, POR, STUB1, UGT2B7	0	7	0	0	0	0
Betamethasone	rheumatoid arthritis	PTGS2		ABHD16A, CAV1, NELFCD, NUCB1, PTGIS, TP53, UBC	0	7	0	1	0	0
Betamethasone	rheumatoid arthritis	ABCB1		BCCIP, CAV1, CD4, DHX9, HAX1, LAPTM4B, LNX1, MAPKAP1, PHB2, PIM1, PSMB8, RNF2, UBC	0	13	0	0	0	0
Betamethasone	rheumatoid arthritis	NR3C2		ACTA1, ACTG1, AR, FKBP4, HSP90AA1, HSPA4, NCOA1, NCOA2, NR3C1, PIAS1, PIAS3, PROX1, PSMC5, PTGES3, RANBP2, SRC, TRIM24	0	17	0	0	0	0
Betamethasone	rheumatoid arthritis	PGR		ANP32A, APEX2, ARID1A, BATF3, BCAS2, CCNA1, CCNA2, CDC25B, CDK2, COPS5, CSNK2A1, CUEDC2, DAP3, DDX54, ESR1, FGFR2, FKBP5, GNAI1, HMGB1, HMGB2, HSP90AA1, JDP2, KAT2B, KLF9, MAGEA11, MAPK1, NCOA1, NCOA3, NCOR1, NCOR2, NR0B1, PIAS1, PIAS2, PIAS3, POU2F1, POU2F2, PRDM2, PRKDC, PRMT2, RBM23, RBM39, RELA, RNF4, SMARCA1, SMARCD1, SMARCE1, SNW1, SORBS1, SP1, SRC, STAT3, STAT5A, STAT5B, TAF1B, TDG, TRIM24, UBC, UBE3A, UBR5, XRCC5, XRCC6, ZBTB17	0	62	0	0	0	0
Betamethasone	systemic lupus erythematosus	NR3C1	ETS1, IRF8, UBE2L3	ACP1, ADA, ALDH5A1, ANP32A, AR, ARPC5, ASXL1, ATP1B1, BAG1, CALM1, CALM2, CALM3, CALR, CD3D, CD4, CDKN1A, CEBPA, CEBPB, CENPB, CHD9, CLIP1, CLTC, CLU, COPS6, CREB1, CREBBP, CUL2, CWC15, CXCL8, DAP3, DAXX, DCAF6, DDC, DDX54, DUSP1, DYNC1I2, ECD, EIF4A2, EIF5B, EP300, EPB41L2, EPB41L3, ETS1, ETS2, FKBP4, FOS, FTH1, GNB1, GNB2, GNB2L1, GRIP1, HDAC1, HDAC2, HDAC6, HMGB1, HMGB2, HMOX2, HNRNPA1, HNRNPU, HOXB1, HSP90AA1, HSPA1A, HSPA1B, HSPD1, IDE, IFNGR2, IGFBP1, IRF1, IRF2, IRF8, JUN, KAT5, KDM5A, KIAA0408, KMT2A, KPNA2, KTN1, LCK, LRIF1, MAFF, MAPK1, MAPK15, MAPK8, MDM2, MED1, MED14, MED25, MMP1, MMP13, MSX2, NCL, NCOA1, NCOA2, NCOA3, NCOA4, NCOA6, NCOR1, NCOR2, NEDD4L, NFKB1, NFKB2, NR0B1, NR1H3, NR2E3, NR2F2, NR2F6, NR3C2, NR4A1, NRIP1, NTRK2, ONECUT1, OSGEP, PBX1, PELP1, PHF3, PIAS2, PML, POLR1D, POU1F1, POU2F1, POU2F2, PPARGC1A, PPID, PPP3CA, PPP5C, PRKACA, PRKDC, PRPF6, PRRC2C, PSMC3IP, PSMD7, PTGES3, PTMS, PTPRN2, RAD54L2, RAD9A, RAF1, RAN, RANBP9, RARA, RBM14, RELA, RNF14, RPS6KA5, RXRB, SET, SFN, SFPQ, SLC25A4, SMAD3, SMARCA2, SMARCA4, SMARCB1, SMARCC1, SMARCC2, SMARCD1, SMARCE1, SRA1, SRC, SRSF5, SSB, STAT3, STAT5A, STAT5B, STIP1, SUMO1, SUMO2, SUMO4, SVIL, SYT1, TADA2A, TBP, TCEAL2, TDG, TGFB1I1, THRAP3, TJP2, TMF1, TP53, TP53BP1, TRIM24, TRIM28, TSG101, TSPYL2, TTC3, TXN, UBB, UBC, UBE2I, UBE2L3, UBE3A, YWHAH, ZBTB16, ZBTB20, ZBTB3, ZBTB9, ZHX1, ZNF483, ZNF496	3	199	0.0151	1	0	0
Betamethasone	systemic lupus erythematosus	CYP19A1		CEBPD, FANCG	0	2	0	0	0	0
Betamethasone	systemic lupus erythematosus	PLA2G1B		BGN, CSF3R, PLA2G2A, PLAA, SOCS2	0	5	0	0	0	0
Betamethasone	systemic lupus erythematosus	CYP3A4		AMFR, CYB5A, GK, PGRMC1, POR, STUB1, UGT2B7	0	7	0	0	0	0
Betamethasone	systemic lupus erythematosus	PTGS2		ABHD16A, CAV1, NELFCD, NUCB1, PTGIS, TP53, UBC	0	7	0	1	0	0
Betamethasone	systemic lupus erythematosus	ABCB1		BCCIP, CAV1, CD4, DHX9, HAX1, LAPTM4B, LNX1, MAPKAP1, PHB2, PIM1, PSMB8, RNF2, UBC	0	13	0	0	0	0
Betamethasone	systemic lupus erythematosus	NR3C2		ACTA1, ACTG1, AR, FKBP4, HSP90AA1, HSPA4, NCOA1, NCOA2, NR3C1, PIAS1, PIAS3, PROX1, PSMC5, PTGES3, RANBP2, SRC, TRIM24	0	17	0	0	0	0
Betamethasone	systemic lupus erythematosus	PGR		ANP32A, APEX2, ARID1A, BATF3, BCAS2, CCNA1, CCNA2, CDC25B, CDK2, COPS5, CSNK2A1, CUEDC2, DAP3, DDX54, ESR1, FGFR2, FKBP5, GNAI1, HMGB1, HMGB2, HSP90AA1, JDP2, KAT2B, KLF9, MAGEA11, MAPK1, NCOA1, NCOA3, NCOR1, NCOR2, NR0B1, PIAS1, PIAS2, PIAS3, POU2F1, POU2F2, PRDM2, PRKDC, PRMT2, RBM23, RBM39, RELA, RNF4, SMARCA1, SMARCD1, SMARCE1, SNW1, SORBS1, SP1, SRC, STAT3, STAT5A, STAT5B, TAF1B, TDG, TRIM24, UBC, UBE3A, UBR5, XRCC5, XRCC6, ZBTB17	0	62	0	0	0	0
Betamethasone	ulcerative colitis	NR3C1	CALM3, IRF8, NFKB1	ACP1, ADA, ALDH5A1, ANP32A, AR, ARPC5, ASXL1, ATP1B1, BAG1, CALM1, CALM2, CALM3, CALR, CD3D, CD4, CDKN1A, CEBPA, CEBPB, CENPB, CHD9, CLIP1, CLTC, CLU, COPS6, CREB1, CREBBP, CUL2, CWC15, CXCL8, DAP3, DAXX, DCAF6, DDC, DDX54, DUSP1, DYNC1I2, ECD, EIF4A2, EIF5B, EP300, EPB41L2, EPB41L3, ETS1, ETS2, FKBP4, FOS, FTH1, GNB1, GNB2, GNB2L1, GRIP1, HDAC1, HDAC2, HDAC6, HMGB1, HMGB2, HMOX2, HNRNPA1, HNRNPU, HOXB1, HSP90AA1, HSPA1A, HSPA1B, HSPD1, IDE, IFNGR2, IGFBP1, IRF1, IRF2, IRF8, JUN, KAT5, KDM5A, KIAA0408, KMT2A, KPNA2, KTN1, LCK, LRIF1, MAFF, MAPK1, MAPK15, MAPK8, MDM2, MED1, MED14, MED25, MMP1, MMP13, MSX2, NCL, NCOA1, NCOA2, NCOA3, NCOA4, NCOA6, NCOR1, NCOR2, NEDD4L, NFKB1, NFKB2, NR0B1, NR1H3, NR2E3, NR2F2, NR2F6, NR3C2, NR4A1, NRIP1, NTRK2, ONECUT1, OSGEP, PBX1, PELP1, PHF3, PIAS2, PML, POLR1D, POU1F1, POU2F1, POU2F2, PPARGC1A, PPID, PPP3CA, PPP5C, PRKACA, PRKDC, PRPF6, PRRC2C, PSMC3IP, PSMD7, PTGES3, PTMS, PTPRN2, RAD54L2, RAD9A, RAF1, RAN, RANBP9, RARA, RBM14, RELA, RNF14, RPS6KA5, RXRB, SET, SFN, SFPQ, SLC25A4, SMAD3, SMARCA2, SMARCA4, SMARCB1, SMARCC1, SMARCC2, SMARCD1, SMARCE1, SRA1, SRC, SRSF5, SSB, STAT3, STAT5A, STAT5B, STIP1, SUMO1, SUMO2, SUMO4, SVIL, SYT1, TADA2A, TBP, TCEAL2, TDG, TGFB1I1, THRAP3, TJP2, TMF1, TP53, TP53BP1, TRIM24, TRIM28, TSG101, TSPYL2, TTC3, TXN, UBB, UBC, UBE2I, UBE2L3, UBE3A, YWHAH, ZBTB16, ZBTB20, ZBTB3, ZBTB9, ZHX1, ZNF483, ZNF496	3	199	0.0151	0	0	0
Betamethasone	ulcerative colitis	CYP19A1		CEBPD, FANCG	0	2	0	0	0	0
Betamethasone	ulcerative colitis	PLA2G1B		BGN, CSF3R, PLA2G2A, PLAA, SOCS2	0	5	0	0	0	0
Betamethasone	ulcerative colitis	CYP3A4		AMFR, CYB5A, GK, PGRMC1, POR, STUB1, UGT2B7	0	7	0	0	0	0
Betamethasone	ulcerative colitis	PTGS2		ABHD16A, CAV1, NELFCD, NUCB1, PTGIS, TP53, UBC	0	7	0	1	0	0
Betamethasone	ulcerative colitis	ABCB1		BCCIP, CAV1, CD4, DHX9, HAX1, LAPTM4B, LNX1, MAPKAP1, PHB2, PIM1, PSMB8, RNF2, UBC	0	13	0	1	0	1
Betamethasone	ulcerative colitis	NR3C2		ACTA1, ACTG1, AR, FKBP4, HSP90AA1, HSPA4, NCOA1, NCOA2, NR3C1, PIAS1, PIAS3, PROX1, PSMC5, PTGES3, RANBP2, SRC, TRIM24	0	17	0	0	0	0
Betamethasone	ulcerative colitis	PGR		ANP32A, APEX2, ARID1A, BATF3, BCAS2, CCNA1, CCNA2, CDC25B, CDK2, COPS5, CSNK2A1, CUEDC2, DAP3, DDX54, ESR1, FGFR2, FKBP5, GNAI1, HMGB1, HMGB2, HSP90AA1, JDP2, KAT2B, KLF9, MAGEA11, MAPK1, NCOA1, NCOA3, NCOR1, NCOR2, NR0B1, PIAS1, PIAS2, PIAS3, POU2F1, POU2F2, PRDM2, PRKDC, PRMT2, RBM23, RBM39, RELA, RNF4, SMARCA1, SMARCD1, SMARCE1, SNW1, SORBS1, SP1, SRC, STAT3, STAT5A, STAT5B, TAF1B, TDG, TRIM24, UBC, UBE3A, UBR5, XRCC5, XRCC6, ZBTB17	0	62	0	0	0	0
Bexarotene	hematologic cancer	RXRA	PRKD2	ACVR1, ACVR1B, ARID5A, ARNTL, BCL3, BRD8, CASP2, CHD9, CLOCK, CNOT1, COPS2, CREBBP, CSNK2B, CTCF, CTNNB1, CTSL, DNTTIP2, EDF1, EP300, ESR1, ESR2, FUS, GADD45A, GADD45G, GATA2, GK, GRB2, GRIP1, GSK3B, HDAC3, HDAC4, HMGA1, IGFBP3, ITGB3BP, JAZF1, JMJD1C, KIF1A, LAMTOR5, MAPK1, MAPK3, MAPK7, MECR, MED1, MED24, MED25, MPG, MYOD1, NCOA1, NCOA2, NCOA3, NCOA4, NCOA6, NCOR1, NCOR2, NFKB1, NFKBIB, NPAS2, NR0B2, NR1H2, NR1H3, NR1H4, NR1I2, NR1I3, NR2E3, NR2F1, NR2F6, NR4A1, NR4A2, NRBF2, NRIP1, NSD1, PARP1, PIK3R1, PLK1, PML, PNRC2, POU2F1, POU2F2, PPARA, PPARD, PPARG, PPARGC1A, PRKD2, PRMT2, PSMC3IP, PSMC5, RAC3, RAD54L2, RARA, RARB, RARG, RELA, RNF8, ROBO4, RPS6KA6, SMAD2, SMARCA4, SMARCD1, SMARCD3, SMN1, SMN2, SNW1, SP1, SRC, SRF, STAT1, SUMO1, TADA3, TAF11, TAF1B, TBP, TDG, THRA, THRB, TK1, TMPRSS3, TRIM24, TRIM32, TRIP10, TRIP4, UBC, UBQLN4, VDR, ZBTB16, ZNF423, ZNHIT3	1	126	0.00794	0	0	0
Bexarotene	hematologic cancer	CYP3A4		AMFR, CYB5A, GK, PGRMC1, POR, STUB1, UGT2B7	0	7	0	0	0	0
Bexarotene	hematologic cancer	CYP2C9		CDC37, ECSIT, MAST1, POR, RAB3D, RNF32, STAMBP, STAT5A	0	8	0	0	0	0
Bexarotene	hematologic cancer	RXRG		AJUBA, CAMK2B, CEBPZ, CHGB, CREBBP, CUL1, DCK, HOXD4, ITGB3BP, LRSAM1, MAP4, MPPED2, NCOR2, NR0B2, NR1H2, NR1H3, NR1H4, NR4A1, PNO1, PPARA, PPARD, PPARG, RARA, RARB, RARG, SRF, THRA, THRB, UBC, VDR, ZNF148, ZNF821	0	32	0	0	0	0
Bexarotene	hematologic cancer	RXRB		AKAP13, APCDD1, APPL1, ATP5I, CACNA1B, CLTA, CPLX1, DNAJB14, EIF3A, GRIP1, GTF2H1, HSP90B1, KIF5A, KLHL11, MAP4, MBP, MCFD2, MED1, NCOA1, NCOA3, NR0B2, NR1H2, NR1H3, NR1I2, NR2C2, NR2E3, NR3C1, NR4A2, NRIP1, NUDT21, PCSK6, PPARD, PPARG, PPP3CA, PTMS, RAB3GAP1, RARA, RARB, RARG, RGPD5, RGPD6, SGSM2, SOS2, SPOP, SRA1, SRC, SSB, STX18, SUMO2, TACC2, TAF11, TBCA, THRA, THRB, TMEM57, UBC, VCP, VDR, ZDHHC12	0	59	0	0	0	0
Bleomycin	melanoma	LIG1	MC1R	CDK2, CSNK2A1, EGR1, INPP1, MC1R, MRE11A, PCNA, RGS2, SUMO2, TUBB3, TUBB4A, UBC	1	12	0.0833	0	0	0
Bleomycin	melanoma	BLMH		AP1M2, APP, COPS5, CYP2C8, ECSIT, KBTBD7, KIAA0101, MAST1, NUDT12, PDPK1, RNF32, RPL11, RPL29, SUMO2, TRIO, UBC, UBE2I, USP53, WDYHV1	0	19	0	0	0	0
Bleomycin	melanoma	LIG3		ABL1, APLF, APP, CRK, JTB, NEIL1, PARP1, PIK3R1, PLCG1, PNKP, PRKDC, RECQL, RPA1, RPS3A, SRC, SUMO2, TDP1, TOP1, UBC, XRCC1, XRCC5, XRCC6	0	22	0	0	0	0
Bleomycin	skin cancer	LIG1	MC1R	CDK2, CSNK2A1, EGR1, INPP1, MC1R, MRE11A, PCNA, RGS2, SUMO2, TUBB3, TUBB4A, UBC	1	12	0.0833	0	0	0
Bleomycin	skin cancer	BLMH		AP1M2, APP, COPS5, CYP2C8, ECSIT, KBTBD7, KIAA0101, MAST1, NUDT12, PDPK1, RNF32, RPL11, RPL29, SUMO2, TRIO, UBC, UBE2I, USP53, WDYHV1	0	19	0	0	0	0
Bleomycin	skin cancer	LIG3		ABL1, APLF, APP, CRK, JTB, NEIL1, PARP1, PIK3R1, PLCG1, PNKP, PRKDC, RECQL, RPA1, RPS3A, SRC, SUMO2, TDP1, TOP1, UBC, XRCC1, XRCC5, XRCC6	0	22	0	0	0	0
Bortezomib	hematologic cancer	PSMA1	IKZF1, MYC, REL	ABCD3, ABI3, ACTN1, ACTR6, ADAMTSL4, ADRM1, APIP, APP, ATG5, BLZF1, C11orf49, CALCOCO2, CBS, CCDC102B, CCDC85B, CCNH, CDA, CEP70, CEP72, COIL, CUL1, EHMT2, EPB41, FSBP, FTSJ1, GABARAPL2, GNPTAB, GOLGA2, HLA-B, HOMER3, HSD17B14, HSPA1A, HSPA2, HSPA5, HSPA8, IFT20, IKBKE, IKZF1, IKZF3, INO80E, IQCB1, ITGA4, JUN, KCTD1, KCTD17, KCTD9, KIAA0101, KRT15, KRT19, KRT31, KRT38, KRT40, KRTAP5-9, LDB1, LDOC1, LZTS2, MAD1L1, MAPRE1, MAPRE3, MCC, MCM6, MID2, MKRN3, MLH1, MPG, MRFAP1L1, MTUS2, MYC, NECAB2, NMI, NOS2, NOTCH2NL, NOTCH3, PAK2, PARK2, PLK1, PNMA1, PNMA2, PNMA5, POMP, PPCDC, PRDM14, PSMA2, PSMA3, PSMA4, PSMA5, PSMA6, PSMA7, PSMB1, PSMB10, PSMB2, PSMB3, PSMB4, PSMB5, PSMB6, PSMB7, PSMB8, PSMB9, PSMC1, PSMC2, PSMC3, PSMC4, PSMC5, PSMC6, PSMD1, PSMD11, PSMD12, PSMD13, PSMD14, PSMD2, PSMD3, PSMD4, PSMD6, PSMD7, PSMD8, PSME4, RAD54B, REL, ROPN1, SFMBT1, SH3BP4, SH3GLB1, SLX1A, SLX1B, SSX2IP, TCF12, TCF4, TDO2, TFE3, TNFAIP1, TNIK, TNR, TRAF1, TRAF6, TRIM10, TRIM23, TRIM27, TRIM42, TSC22D4, TUBA4A, TUBB1, UBC, UBE3A, UBQLN1, UBQLN2, UBXN11, UCHL5, VCP, VIM	3	149	0.0201	0	0	0
