metapath	length	n_pairs	pc_density	pc_mean	pc_max	dwpc-0.5_raw_mean
GdDaGpPW	3	38161790	0.101878	0.462179	351	2.35314e-05
GdDdGcG	3	438693025	0.0166598	0.0244829	45	5.65202e-06
GdDdGiG	3	438693025	0.0398435	0.0846933	888	6.24357e-06
GdDdG<rG	3	438693025	0.0338804	0.0904993	57	2.99983e-06
GdDdGr>G	3	438693025	0.0257896	0.0800525	228	2.8316e-06
GdDdGpMF	3	60405380	0.0595609	0.176316	121	2.06786e-05
GdDdGpPW	3	38161790	0.100715	0.259042	230	2.55326e-05
GdDuGcG	3	438693025	0.0159693	0.0217378	54	5.48144e-06
GdDuGiG	3	438693025	0.0457194	0.092916	1016	6.4031e-06
GdDuG<rG	3	438693025	0.0362097	0.123278	149	3.47453e-06
GdDuGr>G	3	438693025	0.0283019	0.0936772	274	3.03924e-06
GdDuGpMF	3	60405380	0.0619445	0.181496	149	2.12594e-05
GdDuGpPW	3	38161790	0.11175	0.31958	252	2.8315e-05
GuDpCiPC	3	7226025	0.00300608	0.00449902	18	2.50162e-05
GuDpCcSE	3	120098630	0.0240627	0.0693183	64	7.27105e-06
GuDtCiPC	3	7226025	0.00514612	0.0102875	29	3.93201e-05
GuDtCcSE	3	120098630	0.0343448	0.113962	140	1.05224e-05
GuDrDuG	3	438693025	0.00694268	0.00760089	10	3.42435e-06
GuDrDpS	3	9173910	0.0681501	0.145897	40	6.32876e-05
GuDaGcG	3	438693025	0.0106135	0.0147976	47	3.08765e-06
GuDaGiG	3	438693025	0.0423648	0.112895	1149	4.82957e-06
GuDaG<rG	3	438693025	0.0273638	0.100108	123	1.84743e-06
GuDaGr>G	3	438693025	0.0251904	0.103522	502	2.17372e-06
GuDaGpMF	3	60405380	0.0523343	0.195076	268	1.58756e-05
GuDaGpPW	3	38161790	0.101413	0.476343	493	2.33472e-05
GuDdGcG	3	438693025	0.0166282	0.0247767	62	5.56967e-06
GuDdGiG	3	438693025	0.0398199	0.0856344	1158	6.19568e-06
GuDdG<rG	3	438693025	0.0333923	0.0914055	72	2.97913e-06
GuDdGr>G	3	438693025	0.0255799	0.0808154	304	2.80847e-06
GuDdGpMF	3	60405380	0.0591609	0.178522	167	2.04812e-05
GuDdGpPW	3	38161790	0.100535	0.26344	277	2.52884e-05
GuDuGcG	3	438693025	0.0161847	0.0223038	47	5.43808e-06
GuDuGiG	3	438693025	0.0454833	0.0940501	1270	6.31917e-06
GuDuG<rG	3	438693025	0.0353669	0.124035	177	3.39915e-06
GuDuGr>G	3	438693025	0.0278458	0.0943702	344	2.96929e-06
GuDuGpMF	3	60405380	0.0615525	0.184731	182	2.09159e-05
GuDuGpPW	3	38161790	0.110634	0.323864	336	2.78602e-05
GcGbCiPC	3	7226025	0.0035714	0.00610432	22	1.71631e-05
GcGbCcSE	3	120098630	0.0156559	0.0655896	411	3.30659e-06
GcGdCiPC	3	7226025	0.0106512	0.0176969	55	1.59752e-05
GcGdCcSE	3	120098630	0.0412532	0.166717	434	3.88802e-06
GcGuCiPC	3	7226025	0.0105578	0.0184604	58	1.63436e-05
GcGuCcSE	3	120098630	0.0396317	0.154081	380	3.84536e-06
GcGaDpS	3	9173910	0.097833	0.225905	110	5.14989e-05
GcGdDpS	3	9173910	0.0636214	0.123205	77	3.25742e-05
GcGuDpS	3	9173910	0.063021	0.113672	82	3.22294e-05
GcGcGcG	3	438693025	0.0408738	1.18844	14306	1.33565e-05
GcGcGiG	3	438693025	0.0489674	0.279728	11054	8.07429e-06
GcGcG<rG	3	438693025	0.0346579	0.226729	710	3.20639e-06
GcGcGr>G	3	438693025	0.0307517	0.240797	1844	3.2308e-06
GcGcGpMF	3	60405380	0.0716506	0.659996	1738	2.60005e-05
GcGcGpPW	3	38161790	0.119901	0.774752	2833	3.10925e-05
GcGiGcG	3	438693025	0.0157528	0.0310996	450	4.07081e-06
GcGiGiG	3	438693025	0.216946	1.72078	8606	1.04622e-05
GcGiG<rG	3	438693025	0.032634	0.126842	558	2.27207e-06
GcGiGr>G	3	438693025	0.0356334	0.182414	2473	2.72708e-06
GcGiGpMF	3	60405380	0.0569956	0.300114	1405	1.64696e-05
GcGiGpPW	3	38161790	0.15175	1.11996	2898	2.74951e-05
GcG<rGcG	3	438693025	0.01354	0.0246479	276	1.55528e-06
GcG<rGiG	3	438693025	0.0556294	0.174205	6698	2.67993e-06
GcG<rG<rG	3	438693025	0.0393128	0.234615	741	2.07029e-06
GcG<rGr>G	3	438693025	0.0518475	0.429217	5205	4.08441e-06
GcG<rGpMF	3	60405380	0.0567894	0.25379	1350	7.65712e-06
GcG<rGpPW	3	38161790	0.116257	0.56384	1787	1.23388e-05
GcGr>GiG	3	438693025	0.041996	0.128196	5648	2.26719e-06
GcGr>G<rG	3	438693025	0.0639984	1.09607	1917	3.89159e-06
GcGr>Gr>G	3	438693025	0.0443597	0.243016	2954	2.09776e-06
GcGr>GpMF	3	60405380	0.0576241	0.216015	734	6.7185e-06
GcGr>GpPW	3	38161790	0.11526	0.448724	1188	9.87462e-06
GcGpMFpG	3	438693025	0.0838001	0.483839	580	1.21293e-05
GcGpPWpG	3	438693025	0.0682847	0.326876	884	7.74502e-06
GiGbCiPC	3	7226025	0.0128171	0.0296474	293	2.58291e-05
GiGbCcSE	3	120098630	0.0498285	0.253294	2770	5.23881e-06
GiGdCiPC	3	7226025	0.0378836	0.110377	1820	2.32007e-05
GiGdCcSE	3	120098630	0.122369	1.02013	14332	5.63451e-06
GiGuCiPC	3	7226025	0.0323731	0.0792937	1357	2.41932e-05
GiGuCcSE	3	120098630	0.103371	0.684304	10464	5.6277e-06
GiGaDpS	3	9173910	0.281064	1.62392	2997	8.01168e-05
GiGdDpS	3	9173910	0.148043	0.452589	1823	3.78784e-05
GiGuDpS	3	9173910	0.149682	0.457442	2139	3.75984e-05
GiGcGiG	3	438693025	0.0351017	0.0874131	27922	3.71416e-06
GiGcG<rG	3	438693025	0.0286015	0.0707265	1471	1.49022e-06
GiGcGr>G	3	438693025	0.0230238	0.0704987	5060	1.47546e-06
GiGcGpMF	3	60405380	0.0502643	0.168869	3857	1.15394e-05
GiGcGpPW	3	38161790	0.0908179	0.26028	6898	1.44941e-05
GiGiGiG	3	438693025	0.438434	16.5456	169800	1.74515e-05
GiGiG<rG	3	438693025	0.133514	6.55752	11489	5.7009e-06
GiGiGr>G	3	438693025	0.184259	6.52008	44434	6.15403e-06
GiGiGpMF	3	60405380	0.464282	12.4405	28493	3.96855e-05
GiGiGpPW	3	38161790	0.56732	27.5284	51458	5.97122e-05
GiG<rGiG	3	438693025	0.146924	0.898653	143333	3.86005e-06
GiG<rG<rG	3	438693025	0.0866547	1.17718	15554	2.95039e-06
GiG<rGr>G	3	438693025	0.118286	2.2503	116980	5.81907e-06
GiG<rGpMF	3	60405380	0.150245	1.27353	28862	1.10551e-05
GiG<rGpPW	3	38161790	0.279567	2.90275	37769	1.78231e-05
GiGr>G<rG	3	438693025	0.137516	7.19339	47669	6.30495e-06
GiGr>Gr>G	3	438693025	0.130783	1.63431	73724	3.47321e-06
GiGr>GpMF	3	60405380	0.197468	1.50837	17861	1.15229e-05
GiGr>GpPW	3	38161790	0.359529	3.16306	29828	1.68086e-05
GiGpMFpG	3	438693025	0.162798	1.90223	10288	1.40683e-05
GiGpPWpG	3	438693025	0.188655	2.57567	20228	1.12552e-05
G<rGbCiPC	3	7226025	0.0129468	0.0324217	210	1.35629e-05
G<rGbCcSE	3	120098630	0.0412899	0.288638	1432	2.91172e-06
G<rGdCiPC	3	7226025	0.0450591	0.180297	709	2.38398e-05
G<rGdCcSE	3	120098630	0.111389	1.67749	6527	5.99083e-06
G<rGuCiPC	3	7226025	0.0385126	0.159384	689	2.27519e-05
G<rGuCcSE	3	120098630	0.10081	1.41552	5825	5.56353e-06
G<rGaDpS	3	9173910	0.164747	1.54456	1294	3.64554e-05
G<rGdDpS	3	9173910	0.0873868	0.411817	474	1.67658e-05
G<rGuDpS	3	9173910	0.092337	0.465131	542	1.75632e-05
G<rGcG<rG	3	438693025	0.016134	0.0561202	270	5.61669e-07
G<rGcGr>G	3	438693025	0.0144778	0.0594929	980	5.88275e-07
G<rGcGpMF	3	60405380	0.0334523	0.147197	717	4.69584e-06
G<rGcGpPW	3	38161790	0.0561365	0.211338	1327	5.7422e-06
G<rGiG<rG	3	438693025	0.0473548	0.863679	3415	1.66501e-06
G<rGiGr>G	3	438693025	0.0561813	1.13517	15368	2.06381e-06
G<rGiGpMF	3	60405380	0.100331	1.88584	8800	1.15181e-05
G<rGiGpPW	3	38161790	0.191038	6.39743	16596	2.00547e-05
G<rG<rG<rG	3	438693025	0.0620262	2.20059	7503	2.44717e-06
G<rG<rGr>G	3	438693025	0.0882877	4.02035	58875	4.59649e-06
G<rG<rGpMF	3	60405380	0.139862	2.43442	15084	1.00865e-05
G<rG<rGpPW	3	38161790	0.228212	5.36902	19617	1.59668e-05
G<rGr>G<rG	3	438693025	0.0725003	16.8978	41561	7.64278e-06
G<rGr>GpMF	3	60405380	0.156143	3.76444	15637	1.73403e-05
G<rGr>GpPW	3	38161790	0.242341	7.91506	24599	2.47681e-05
G<rGpMFpG	3	438693025	0.102593	1.74878	3222	6.23564e-06
G<rGpPWpG	3	438693025	0.0840707	1.5295	6952	5.02584e-06
Gr>GbCiPC	3	7226025	0.0103475	0.0188698	30	8.46451e-06
Gr>GbCcSE	3	120098630	0.0398342	0.18333	327	1.75463e-06
Gr>GdCiPC	3	7226025	0.0823328	0.60577	612	4.36571e-05
Gr>GdCcSE	3	120098630	0.140663	5.95662	4136	1.08526e-05
Gr>GuCiPC	3	7226025	0.0668312	0.383668	440	3.77734e-05
Gr>GuCcSE	3	120098630	0.125581	3.43789	3068	9.33289e-06
Gr>GaDpS	3	9173910	0.155452	1.37701	298	2.91533e-05
Gr>GdDpS	3	9173910	0.102341	0.479337	112	1.75069e-05
Gr>GuDpS	3	9173910	0.105875	0.626964	245	2.0254e-05
Gr>GcG<rG	3	438693025	0.0187285	0.0509481	82	5.60075e-07
Gr>GcGpMF	3	60405380	0.0386508	0.148079	208	4.68284e-06
Gr>GcGpPW	3	38161790	0.0683267	0.20702	373	5.74421e-06
Gr>GiG<rG	3	438693025	0.0381023	0.656509	1126	1.42941e-06
Gr>GiGpMF	3	60405380	0.0877657	1.36333	2275	9.60581e-06
Gr>GiGpPW	3	38161790	0.152603	5.12047	3893	1.65552e-05
Gr>G<rG<rG	3	438693025	0.0478661	9.38661	4674	4.24898e-06
Gr>G<rGpMF	3	60405380	0.162928	10.982	10079	1.86268e-05
Gr>G<rGpPW	3	38161790	0.202675	24.1439	12761	2.92289e-05
Gr>Gr>GpMF	3	60405380	0.115405	2.047	1908	8.86184e-06
Gr>Gr>GpPW	3	38161790	0.169144	4.17892	3170	1.25664e-05
Gr>GpMFpG	3	438693025	0.099737	1.41169	636	5.50626e-06
Gr>GpPWpG	3	438693025	0.0716869	1.24999	1544	4.17923e-06
GpMFpGpMF	3	60405380	0.185091	6.2534	8954	5.33688e-05
GpMFpGpPW	3	38161790	0.301212	6.49476	4149	6.63266e-05
GpPWpGpMF	3	60405380	0.155496	3.00414	5347	3.78638e-05
GpPWpGpPW	3	38161790	0.255381	13.3274	13858	6.40672e-05
MFpGbCiPC	3	994980	0.0299906	0.135986	393	0.00014044
MFpGbCcSE	3	16536856	0.0909268	1.28665	2528	2.85676e-05
MFpGdCiPC	3	994980	0.0473316	0.153859	268	6.60143e-05
MFpGdCcSE	3	16536856	0.140927	1.3991	1715	1.5996e-05
MFpGuCiPC	3	994980	0.0467587	0.151391	191	7.13653e-05
MFpGuCcSE	3	16536856	0.143819	1.31112	1326	1.71679e-05
MFpGaDpS	3	1263192	0.376377	3.02709	732	0.00027159
MFpGdDpS	3	1263192	0.204968	0.891968	250	0.000122727
MFpGuDpS	3	1263192	0.210887	0.941288	280	0.000122435
MFpGcGpMF	3	8317456	0.0777509	0.379936	600	3.91938e-05
MFpGcGpPW	3	5254648	0.129461	0.523831	879	4.69805e-05
MFpGiGpMF	3	8317456	0.177734	3.25544	7148	7.4761e-05
MFpGiGpPW	3	5254648	0.384615	11.1332	10405	0.000122485
MFpG<rGpMF	3	8317456	0.205297	2.17569	3564	3.31331e-05
MFpG<rGpPW	3	5254648	0.372601	4.86988	4771	5.30975e-05
MFpGr>GpPW	3	5254648	0.371479	4.51448	5966	4.81747e-05
PWpGbCiPC	3	628590	0.0524937	0.207289	161	0.00020417
PWpGbCcSE	3	10447348	0.152194	1.96768	3974	4.08656e-05
PWpGdCiPC	3	628590	0.100646	0.354442	458	0.00010182
PWpGdCcSE	3	10447348	0.263424	3.25974	3129	2.49598e-05
PWpGuCiPC	3	628590	0.0968024	0.310202	334	0.000110442
PWpGuCcSE	3	10447348	0.262172	2.73405	2281	2.59684e-05
PWpGaDpS	3	798036	0.616321	7.15706	1315	0.000404607
PWpGdDpS	3	798036	0.340833	1.37157	459	0.000151678
PWpGuDpS	3	798036	0.354877	1.62931	487	0.000164674
PWpGcGpPW	3	3319684	0.228948	0.779936	1276	5.76412e-05
PWpGiGpPW	3	3319684	0.626061	36.2264	18376	0.000214757
PWpG<rGpPW	3	3319684	0.612994	10.1311	7859	7.74234e-05
PCiCrCiPC	3	119025	0.012804	0.029708	56	0.000573418
PCiCrCcSE	3	1978230	0.0679213	0.331893	480	0.000154372
PCiCpDpS	3	151110	0.0433194	0.0904374	47	0.000429929
PCiCtDpS	3	151110	0.0520151	0.146152	57	0.000583009
SEcCrCcSE	3	32878756	0.205934	3.13336	3851	3.8428e-05
SEcCpDpS	3	2511492	0.228762	1.43732	178	0.00012429
SEcCtDpS	3	2511492	0.239065	1.64888	338	0.000146356
SpDrDpS	3	191844	0.501626	4.66618	298	0.00151679
