Fat SQ_fdr	Fat Visceral_fdr	Aorta_fdr	Artery Coronary_fdr	Artery Tibial_fdr	Colon_fdr	Esophagus_fdr	Heart Atrial_fdr	Liver_fdr	Lung_fdr	Nerve Tibial_fdr	Pituitary_fdr	Thyroid_fdr	Fat SQ_amp	Fat Visceral_amp	Aorta_amp	Artery Coronary_amp	Artery Tibial_amp	Colon_amp	Esophagus_amp	Heart Atrial_amp	Liver_amp	Lung_amp	Nerve Tibial_amp	Pituitary_amp	Thyroid_amp	Fat SQ_exp	Fat Visceral_exp	Aorta_exp	Artery Coronary_exp	Artery Tibial_exp	Colon_exp	Esophagus_exp	Heart Atrial_exp	Liver_exp	Lung_exp	Nerve Tibial_exp	Pituitary_exp	Thyroid_exp
0.9948	0.7342	0.9508	0.8467	0.8853	0.5118	0.8441	0.0422	0.8390	0.8504	0.1616	0.0781	0.6157	0.0229	0.1347	0.0536	0.0683	0.0490	0.0922	0.0708	0.1995	0.0150	0.0230	0.0827	0.1086	0.1132	19.1350	15.3600	18.1100	19.0700	19.5100	17.8175	16.4700	17.9600	7.9560	15.8400	19.2000	24.5700	25.8000
0.9931	0.0037	0.0348	0.1708	0.1734	0.2562	0.7640	0.2741	0.9372	0.6277	0.9617	0.2456	0.3655	0.0486	0.3410	0.2277	0.1526	0.2764	0.2792	0.1596	0.2541	0.0956	0.1741	0.0497	0.1856	0.1655	20.5050	13.4700	19.4200	23.2100	26.0200	16.5625	18.9717	8.1140	2.6420	20.0100	26.5850	22.4000	25.8700
0.9014	0.0999	0.7191	0.6033	0.8332	0.8112	0.3514	0.9203	0.8553	0.8499	0.9684	0.3583	0.3509	0.0449	0.0710	0.0904	0.0921	0.0777	0.1292	0.0543	0.0890	0.0640	0.0207	0.0189	0.0264	0.0536	15.0800	14.0700	18.8000	17.7200	15.7000	15.0275	14.7100	9.9430	28.1500	16.1100	17.4100	24.7000	17.1550
0.9101	0.0919	0.3891	0.4439	0.7498	0.3711	0.7163	0.1235	0.8611	0.9822	0.9901	0.9614	0.8944	0.0545	0.1718	0.1307	0.1424	0.0642	0.1733	0.1361	0.4125	0.1017	0.0806	0.0367	0.0673	0.1101	12.5350	12.1700	15.9400	13.7600	15.0600	9.5347	10.1820	4.8360	13.2400	13.3600	14.9400	14.0800	14.3600
0.9313	0.1403	0.2348	0.4157	0.2931	0.9675	0.0743	0.5694	0.7971	0.1769	0.3893	0.0308	0.1248	0.0948	0.1905	0.1358	0.1506	0.1380	0.0619	0.2392	0.1241	0.1287	0.1683	0.0502	0.1309	0.2319	63.8750	44.6700	62.7300	55.8400	79.6400	49.3050	43.7617	16.4000	11.5800	38.5100	59.2650	49.9700	39.1700
0.9504	0.6399	0.9678	0.3700	0.6255	0.2971	0.9807	0.4187	0.0348	0.9390	0.4419	0.4150	0.5101	0.0481	0.0787	0.0340	0.1299	0.0684	0.1215	0.1035	0.1301	0.1788	0.0583	0.0603	0.0527	0.0698	28.6100	23.5100	28.1200	27.2000	31.8500	25.1900	25.1950	11.1600	10.7900	30.0300	34.1200	22.6900	31.9700
0.9452	0.5804	0.7457	0.6276	0.5506	0.7362	0.1578	0.5714	0.4738	0.9612	0.9597	0.7504	0.8858	0.0571	0.1218	0.0788	0.0639	0.1217	0.0169	0.2036	0.1033	0.0221	0.0630	0.0367	0.0917	0.1243	24.8400	22.4100	41.5900	39.3700	43.0600	22.8975	26.2217	10.3100	15.0300	26.6600	27.7350	20.3300	30.1300
0.4206	0.0581	0.7990	0.5517	0.6562	0.3944	0.0954	0.9451	0.9989	0.8890	0.6762	0.5175	0.6793	0.1247	0.2324	0.0588	0.0649	0.0154	0.0823	0.2430	0.1255	0.0851	0.0320	0.0113	0.0846	0.0723	30.9900	30.0500	61.3200	53.7100	49.4800	27.6250	25.2283	21.9700	10.5700	33.6200	46.5850	50.3500	52.2350
0.8925	0.0662	0.0945	0.0171	0.4285	0.4757	0.4035	0.1438	0.1285	0.9050	0.4265	0.2557	0.0833	0.0791	0.2349	0.1804	0.2039	0.1460	0.0968	0.1426	0.2529	0.0292	0.1396	0.1008	0.1568	0.1814	2.7030	2.0270	2.2400	2.5090	2.5310	2.8338	3.2157	2.0450	2.3190	2.8190	4.1300	3.3550	5.5325
0.2239	0.5686	0.1002	0.1345	0.8540	0.1458	0.8542	0.2938	0.3023	0.7484	0.4448	0.8022	0.9634	0.1222	0.0996	0.1504	0.2386	0.0610	0.1097	0.0929	0.0630	0.1750	0.1049	0.0230	0.0145	0.0968	25.1750	23.5800	18.2500	20.2700	20.0600	22.7150	29.1833	13.1800	5.8760	36.0800	22.7550	32.0800	24.8150
0.0774	0.1095	0.7699	0.5058	0.7579	0.8986	0.0001	0.9777	0.7892	0.9752	0.0092	0.9117	0.9224	0.4974	0.4569	0.2360	0.5884	0.0616	0.2778	0.3464	0.3334	0.2135	0.2943	0.5551	0.7641	0.0828	517.8000	138.3000	43.8300	92.4000	90.6700	45.7725	39.1637	4.7640	20.3600	6.8790	297.3000	3.0520	87.8750
0.7755	0.7906	0.9622	0.7521	0.0550	0.9340	0.0108	0.4871	0.6776	0.3541	0.5780	0.8975	0.6771	0.1211	0.1955	0.0679	0.2537	0.5661	0.1451	0.5433	0.4498	0.3809	0.3825	0.0882	0.0739	0.2658	134.9000	101.3000	140.7000	168.6000	212.6000	70.4325	51.0967	36.4400	32.8600	109.0000	204.1000	72.9700	45.5200
0.7220	0.0008	0.2356	0.0006	0.2936	0.7397	0.0686	0.5635	0.3054	0.9067	0.2014	0.9538	0.0649	0.0985	0.2782	0.1335	0.2875	0.1416	0.1064	0.2230	0.1591	0.1966	0.1147	0.1234	0.0687	0.2130	23.9100	20.7200	23.3400	21.9500	28.1500	17.9250	18.6583	8.9290	8.7860	21.1700	30.5800	12.9200	22.5950
0.4340	0.1027	0.7698	0.0034	0.5901	0.7102	0.0984	0.8439	0.1444	0.4943	0.8957	0.0171	0.3828	0.2344	0.3472	0.1524	0.3903	0.1673	0.2745	0.3572	0.1502	0.3394	0.2608	0.0867	0.1173	0.2895	5.9480	3.5050	5.8040	6.0460	3.3100	2.7500	3.2552	10.6200	1.1620	3.8370	14.0450	11.9600	14.1000
0.7576	0.7745	0.8623	0.3857	0.8501	0.2617	0.2131	0.6632	0.0035	0.9587	0.0905	0.2761	0.8394	0.0821	0.0924	0.0500	0.0671	0.0385	0.1277	0.1365	0.2001	0.1849	0.0219	0.0109	0.1391	0.0438	120.6000	115.5000	144.6000	114.3000	136.2000	98.3725	102.0000	53.5100	32.1200	124.4000	124.6000	92.2100	126.6000
0.8620	0.0876	0.5362	0.2792	0.5910	0.8979	0.3874	0.8439	0.5436	0.8503	0.6084	0.4463	0.1416	0.1254	0.2536	0.1709	0.2698	0.1237	0.0691	0.1573	0.1777	0.1502	0.1218	0.0441	0.1099	0.1269	17.1000	14.8900	35.6000	37.2400	37.9300	18.2475	20.5750	9.7650	3.8920	16.7600	34.6550	15.8700	20.0500
0.9562	0.0143	0.0550	0.1882	0.5472	0.9513	0.1864	0.2121	0.4907	0.8798	0.8354	0.6115	0.2950	0.0313	0.2989	0.1453	0.1422	0.0992	0.0446	0.0452	0.2064	0.1326	0.0778	0.0603	0.1470	0.2058	26.9300	22.7300	27.7500	29.1200	31.5500	30.6100	28.3917	11.5300	12.9100	27.5600	46.2900	61.6500	52.2700
0.2353	0.0076	0.0389	0.7435	0.1641	0.7290	0.5201	0.1356	0.9820	0.9668	0.0030	0.3222	0.1035	0.0990	0.2201	0.1278	0.1055	0.1148	0.1021	0.0312	0.1844	0.0980	0.0338	0.1359	0.0909	0.1292	17.8350	13.7700	16.0400	16.6700	19.1600	16.8025	18.1600	7.0860	7.1960	16.5100	20.7250	15.0900	19.2800
0.7986	0.2410	0.7060	0.6164	0.9164	0.6401	0.0151	0.5473	0.4996	0.7186	0.7489	0.0316	0.0533	0.0821	0.0222	0.0752	0.0939	0.0718	0.1041	0.2117	0.1609	0.1863	0.1173	0.0862	0.1862	0.2211	17.5800	19.5500	24.9900	23.9100	26.6000	22.6600	22.4333	10.4200	6.2070	24.5500	22.1050	23.7900	20.3800
0.7732	0.0714	0.2355	0.2304	0.1083	0.8336	0.3730	0.0506	0.4111	0.0126	0.0130	0.3414	0.9698	0.0867	0.1495	0.1370	0.1402	0.1924	0.0901	0.0515	0.2394	0.1558	0.1917	0.1367	0.1335	0.0625	37.5550	26.3000	35.8400	35.8200	51.4100	34.0200	35.6983	16.0300	7.3840	34.6400	48.1250	27.4100	41.5600
0.5691	0.5192	0.9310	0.9649	0.7759	0.7632	0.9526	0.0341	0.2246	0.0145	0.4444	0.5638	0.1038	0.4638	0.3496	0.1052	0.3398	0.2911	0.6535	0.4557	0.5729	0.5299	0.6035	0.1113	0.3744	0.7113	122.7000	704.0000	561.5000	411.4000	210.3000	146.5750	125.0500	169.5000	51.8700	212.4000	138.5000	407.9000	262.5000
0.7509	0.0006	0.2205	0.8722	0.6647	0.0101	0.5108	0.3822	0.2642	0.9729	0.0239	0.9478	0.3994	0.1249	0.4406	0.1629	0.2070	0.1535	0.3146	0.1262	0.2447	0.2528	0.0712	0.1674	0.1581	0.1213	68.8000	74.3700	71.0600	71.5800	85.8000	60.5675	82.1333	35.3400	19.1100	86.8600	66.8000	58.1900	57.6000
0.9698	0.0043	0.2879	0.7032	0.7343	0.2321	0.3355	0.8427	0.9748	0.4843	0.2368	0.8735	0.9685	0.1140	0.3198	0.1388	0.1719	0.0671	0.2181	0.1663	0.0770	0.1389	0.2751	0.1280	0.0926	0.1474	114.2500	125.2000	115.5000	113.0000	128.3000	111.6500	113.4167	119.2000	117.1000	116.7000	138.8000	128.4000	144.3000
0.5839	0.6242	0.6739	0.5476	0.9614	0.9413	0.7248	0.4387	0.7544	0.9628	0.9379	0.8707	0.4413	0.0412	0.0723	0.0763	0.1065	0.0565	0.0607	0.1315	0.1292	0.1252	0.0247	0.0339	0.0467	0.0168	172.5500	130.7000	218.9000	167.8000	226.0000	129.4250	168.5167	90.7700	32.7000	189.6000	257.0000	70.2100	149.2000
0.9568	0.8152	0.5379	0.9032	0.1913	0.7808	0.2595	0.6606	0.9604	0.7874	0.9296	0.9531	0.4728	0.0722	0.0683	0.0773	0.1015	0.0966	0.0668	0.1027	0.1485	0.1084	0.1254	0.0485	0.0205	0.0853	19.9050	19.9500	30.9900	25.6000	22.4300	15.6725	13.9950	13.6100	22.5000	22.7300	21.7200	31.5800	32.7050
0.9117	0.5716	0.8499	0.0431	0.3494	0.9692	0.5865	0.0647	0.0682	0.7252	0.3920	0.5833	0.1366	0.0686	0.0990	0.0488	0.1468	0.0873	0.0358	0.1448	0.1952	0.1892	0.0637	0.0505	0.0953	0.1068	70.5600	63.4300	85.7500	78.0200	91.2200	60.5600	62.2800	39.1700	17.1500	71.8800	91.4700	73.5800	89.2700
0.8114	0.4265	0.8685	0.6264	0.8962	0.9630	0.6691	0.3659	0.8428	0.7794	0.8533	0.6003	0.3213	0.0177	0.0820	0.0460	0.0058	0.0406	0.0529	0.1349	0.1498	0.1668	0.0652	0.0237	0.1065	0.1161	54.4050	55.1400	56.8600	57.2500	69.8900	41.8800	49.0283	40.4600	15.7800	47.4300	53.1800	70.7400	47.3200
0.3184	0.4229	0.8907	0.6952	0.9732	0.6625	0.2870	0.9797	0.2098	0.8891	0.6232	0.8384	0.6859	0.1891	0.2379	0.0665	0.2855	0.2834	0.2351	0.3846	0.1511	0.2829	0.0828	0.1437	0.0348	0.1569	69.8650	56.0500	17.5000	43.3500	18.5900	16.3650	24.3033	21.1900	2.5370	80.2000	48.0250	7.9150	56.5150
0.1806	0.5121	0.8693	0.4838	0.7456	0.3363	0.7233	0.7807	0.8978	0.9087	0.3248	0.5653	0.1697	0.2538	0.1190	0.0487	0.2165	0.1033	0.2201	0.0759	0.0921	0.2574	0.0358	0.0628	0.0301	0.2431	93.8450	70.7100	119.0000	106.5000	98.9500	30.8600	49.2800	47.7800	6.2170	140.7000	86.2800	30.8500	60.5400
0.8166	0.2724	0.8766	0.9105	0.9809	0.2064	0.8136	0.4030	0.5290	0.9683	0.9216	0.9827	0.1637	0.0518	0.1088	0.0367	0.0273	0.0234	0.0120	0.0403	0.1427	0.1659	0.0223	0.0201	0.0358	0.0258	58.5650	48.4700	66.2800	65.9100	79.5100	53.2600	57.9150	31.5400	17.4700	59.5900	72.5550	55.5800	60.5550
0.6515	0.2778	0.1344	0.8290	0.0006	0.7276	0.5547	0.6046	0.9621	0.8126	0.8966	0.8714	0.6705	0.2104	0.3058	0.2697	0.1522	0.4139	0.1827	0.1152	0.2058	0.0529	0.0441	0.0829	0.1023	0.0906	29.7850	16.9400	47.9800	32.0900	47.8300	16.9325	18.9233	17.4400	41.2400	19.7600	56.2800	57.0100	31.9500
0.8628	0.1184	0.4494	0.9640	0.6875	0.8886	0.8592	0.4502	0.2632	0.6702	0.4566	0.6205	0.9229	0.0629	0.1488	0.0350	0.0484	0.0720	0.0474	0.1046	0.1698	0.1523	0.1531	0.0946	0.0627	0.0538	11.0850	9.9230	14.6000	13.6400	16.3300	9.8205	11.9950	5.7480	3.6550	10.4100	13.9100	13.1300	15.5750
0.6886	0.0004	0.4845	0.0000	0.3955	0.0828	0.1136	0.0030	0.6669	0.8464	0.5121	0.3506	0.0536	0.0974	0.4286	0.1667	0.3721	0.1794	0.2302	0.3291	0.2837	0.1745	0.2176	0.1093	0.1334	0.2654	20.0050	17.7900	38.9500	32.9400	34.5900	24.2475	24.0050	13.0300	8.8840	21.5600	60.5800	47.3300	35.2950
0.8189	0.5307	0.0454	0.5709	0.3606	0.5057	0.0272	0.1157	0.8586	0.8586	0.6751	0.2474	0.6015	0.0473	0.1889	0.1522	0.1355	0.1406	0.1880	0.5008	0.2434	0.1204	0.1307	0.1012	0.2349	0.0954	79.0050	76.5100	61.0000	68.0100	57.6700	47.2200	36.7373	31.0600	16.7700	94.9700	55.2800	57.9400	76.6600
0.8646	0.1102	0.7622	0.2655	0.7343	0.2580	0.6068	0.0132	0.7764	0.7627	0.9767	0.5842	0.6010	0.0626	0.1565	0.0086	0.0600	0.0331	0.0889	0.0857	0.2361	0.0899	0.0461	0.0443	0.0690	0.0201	71.4900	61.1800	75.1400	76.4900	80.5400	60.0325	64.5100	47.6900	14.6600	70.8500	84.3550	55.4000	67.7050
0.2151	0.7557	0.0190	0.0001	0.1040	0.1160	0.5712	0.0515	0.0000	0.8084	0.8804	0.0686	0.1741	0.2580	0.1519	0.5159	0.7461	0.4139	0.4116	0.6221	0.4398	0.6563	0.2038	0.0847	0.7522	0.4899	45.3450	97.9200	24.3000	24.7500	15.0800	14.9900	19.7050	23.7800	1.6830	72.3100	62.5600	15.7800	25.1850
0.9847	0.6568	0.2361	0.4034	0.3574	0.5807	0.8438	0.3926	0.5501	0.6533	0.4993	0.8845	0.5674	0.0470	0.0698	0.1028	0.1258	0.1271	0.0984	0.1087	0.1499	0.1367	0.0771	0.0714	0.0378	0.0689	39.5650	31.3600	38.0400	35.6300	42.0400	35.8000	35.8483	16.2200	18.8000	48.0700	49.2600	46.1200	61.2950
0.3233	0.0354	0.4191	0.0149	0.3540	0.0471	0.3682	0.4409	0.7932	0.9286	0.9959	0.8150	0.3919	0.1037	0.1492	0.1552	0.2399	0.1577	0.3002	0.1530	0.2342	0.1363	0.0984	0.0358	0.1264	0.1171	33.1000	32.9500	40.0100	37.9700	32.0000	30.4925	30.1917	20.2100	24.3100	44.8900	39.1350	65.3000	45.8650
0.9565	0.3603	0.9320	0.6718	0.0410	0.9390	0.6238	0.3095	0.7830	0.8485	0.7499	0.8053	0.2562	0.0563	0.0963	0.0684	0.0953	0.2937	0.0577	0.1408	0.1869	0.0831	0.0712	0.0857	0.0413	0.1819	74.9450	61.2900	44.6300	49.1600	45.4300	57.3775	55.5350	24.9800	36.2100	64.4000	61.7950	43.2100	82.8650
0.6112	0.0693	0.7311	0.0038	0.5168	0.2349	0.0022	0.1224	0.8721	0.2216	0.3986	0.5669	0.2674	0.1398	0.2771	0.1833	0.4007	0.1015	0.2038	0.3514	0.3027	0.1368	0.1790	0.1186	0.0830	0.2273	29.8650	25.9700	30.3700	30.0800	27.4100	26.2275	20.9517	13.4900	18.9100	32.6200	58.8500	51.8800	69.1150
0.9562	0.8947	0.3507	0.8085	0.6124	0.4326	0.5581	0.3917	0.9989	0.8730	0.0605	0.9080	0.7876	0.0369	0.0139	0.1174	0.1053	0.0810	0.0649	0.0478	0.1017	0.0423	0.0857	0.0746	0.0438	0.0599	56.4500	52.6400	49.0800	54.0500	48.6700	48.9975	54.4100	34.6100	27.8200	70.8100	59.8050	32.1100	73.2100
0.6449	0.6685	0.3599	0.5647	0.4640	0.4892	0.7143	0.8045	0.3257	0.0718	0.9970	0.4466	0.7793	0.0661	0.1699	0.5298	1.0134	0.4032	0.2215	0.4142	0.3101	0.2548	0.4383	0.0835	0.1865	0.2894	92.9850	114.0000	106.0000	93.1200	34.6100	38.7675	25.7667	20.5100	204.4000	147.6000	81.1700	51.9700	37.9450
0.6401	0.3461	0.2687	0.7842	0.6857	0.5279	0.6887	0.0856	0.7107	0.9400	0.5990	0.9080	0.7769	0.0360	0.1115	0.0362	0.0314	0.1028	0.0933	0.0691	0.2099	0.1002	0.0796	0.0692	0.0593	0.0620	46.7600	49.8200	45.5000	49.6000	46.8500	46.3500	42.5667	45.9800	38.9600	45.0900	48.7850	62.4100	57.0600
0.8468	0.1395	0.2894	0.8023	0.2245	0.8458	0.6759	0.7800	0.3106	0.5942	0.4762	0.0930	0.4128	0.1206	0.2407	0.1551	0.0345	0.1822	0.1037	0.1735	0.0481	0.2463	0.1088	0.1510	0.1740	0.2129	14.5250	15.1100	9.3820	10.9100	8.8940	11.4500	12.5633	3.8900	14.2900	13.1000	22.2300	13.6600	19.5900
0.7310	0.0926	0.7813	0.6216	0.3159	0.6929	0.2935	0.6388	0.8399	0.9745	0.9699	0.8904	0.9270	0.0603	0.1153	0.0435	0.0720	0.0951	0.0649	0.0606	0.1161	0.1051	0.0675	0.0080	0.0947	0.0575	114.4000	87.3700	129.8000	115.5000	156.4000	100.8575	111.1833	51.9400	32.6100	113.9000	143.6500	94.7200	124.9500
0.1301	0.7419	0.2575	0.7076	0.9014	0.9300	0.4277	0.7884	0.3964	0.8255	0.7197	0.6760	0.8195	0.1408	0.1061	0.0265	0.0836	0.0473	0.1082	0.1045	0.1116	0.1436	0.0278	0.0528	0.1394	0.0917	24.4350	18.7500	19.1500	18.3000	17.8100	19.1675	19.5033	8.3580	10.2800	26.4200	24.4000	21.6800	22.9550
0.8637	0.9977	0.7897	0.7528	0.8524	0.7819	0.3607	0.5723	0.7876	0.4582	0.5040	0.7604	0.5991	0.0423	0.0483	0.0113	0.0869	0.0759	0.0516	0.1045	0.0815	0.2805	0.1006	0.0814	0.1063	0.0528	32.7600	29.6000	37.1800	34.5700	36.4900	33.6500	36.6283	17.8300	16.6400	34.9500	41.8000	63.3800	37.7050
0.3134	0.0001	0.2273	0.0465	0.2529	0.3502	0.7741	0.1400	0.8564	0.9279	0.9156	0.2326	0.0700	0.0673	0.3367	0.1175	0.1599	0.1006	0.0646	0.1047	0.2142	0.1108	0.0805	0.0636	0.0800	0.1656	36.9350	27.8900	36.0500	34.4000	35.1200	35.3000	32.5550	16.7400	13.1800	34.5100	50.3000	41.3300	45.0550
0.8782	0.8534	0.9944	0.8353	0.8386	0.6802	0.8112	0.9100	0.5497	0.3956	0.5863	0.7947	0.8517	0.0362	0.0515	0.0334	0.0741	0.0595	0.0882	0.0925	0.0884	0.0855	0.0913	0.0658	0.0804	0.0804	91.0700	88.5400	124.1000	102.6000	117.9000	82.5275	92.9250	42.2000	36.7500	92.6700	94.3450	88.4000	98.2450
0.2094	0.0411	0.1761	0.0012	0.8484	0.8384	0.5847	0.0754	0.4102	0.0637	0.0066	0.6913	0.9743	0.2551	0.2859	0.1296	0.3074	0.0881	0.0594	0.2282	0.2648	0.1726	0.2063	0.2099	0.1179	0.0982	5.8590	4.5650	13.2600	10.6100	9.5830	6.1130	6.6445	4.0190	0.8311	5.6240	9.3655	12.1100	5.1800
0.9439	0.5583	0.7133	0.6608	0.7737	0.8413	0.3922	0.4612	0.4439	0.9241	0.9947	0.8992	0.7969	0.0572	0.0940	0.0637	0.0822	0.0461	0.0113	0.1375	0.1078	0.1448	0.0584	0.0261	0.0494	0.1056	107.4000	99.6400	132.6000	117.7000	126.0000	90.9025	87.9083	75.8000	40.7500	105.9000	144.2000	141.9000	111.6000
0.9202	0.6994	0.7067	0.6112	0.5760	0.9943	0.3518	0.1047	0.9842	0.2122	0.4275	0.8726	0.9085	0.0974	0.1546	0.1073	0.1896	0.0118	0.0516	0.1888	0.2947	0.1926	0.1678	0.1134	0.0999	0.0226	4.4845	3.3540	5.9460	4.2960	5.1810	2.9618	2.9933	2.2260	0.6626	3.9640	4.9500	3.3150	4.3680
0.8716	0.2712	0.1826	0.6938	0.2164	0.0742	0.3424	0.1716	0.6350	0.7859	0.3805	0.9541	0.6643	0.0952	0.0577	0.1427	0.1624	0.1331	0.2349	0.0887	0.3240	0.1102	0.0916	0.1524	0.0345	0.0022	49.1250	32.3100	58.3800	51.2400	66.2800	21.8500	44.5883	14.1400	48.7300	81.8000	46.2800	51.4200	59.1800
0.3442	0.0250	0.7508	0.8571	0.5612	0.9751	0.8552	0.2161	0.7339	0.3507	0.5691	0.3481	0.3245	0.1140	0.1643	0.0510	0.0807	0.0204	0.0601	0.0679	0.1779	0.1151	0.0018	0.0414	0.0629	0.0851	56.4200	41.7500	60.3700	54.1900	58.5400	51.8100	59.0783	23.9700	30.8800	57.5600	68.9200	67.5200	75.9500
0.3184	0.0328	0.2279	0.0515	0.4556	0.5264	0.1081	0.4695	0.9265	0.8999	0.0167	0.5208	0.4637	0.2284	0.2751	0.1664	0.2850	0.2105	0.1804	0.2486	0.2561	0.2565	0.1195	0.1983	0.0561	0.2513	14.9050	12.3100	29.1200	18.1900	18.1500	14.0650	13.0133	4.6890	1.9310	20.9500	23.4600	25.5200	23.5600
0.9246	0.1626	0.6065	0.4277	0.8563	0.9919	0.8419	0.9491	0.7965	0.0847	0.9035	0.9688	0.0405	0.0916	0.2755	0.1680	0.1843	0.1088	0.1903	0.3033	0.1563	0.2176	0.1096	0.0472	0.0427	0.2660	28.2950	25.5000	13.2900	21.4300	10.9500	9.4885	10.1580	12.4400	2.6150	46.0200	20.5750	15.4200	27.3500
0.8155	0.7314	0.2956	0.7322	0.6592	0.7455	0.9504	0.7071	0.5816	0.7824	0.4806	0.3452	0.6072	0.1032	0.2572	0.2866	0.2808	0.2504	0.0806	0.0826	0.1797	0.0784	0.1464	0.1365	0.1601	0.2423	26.3150	26.8000	6.7940	16.8400	18.4000	18.1025	24.3183	5.3050	11.2400	45.1100	18.5800	9.7360	22.2000
0.9600	0.0151	0.3391	0.0023	0.9549	0.2766	0.0512	0.0300	0.4905	0.9475	0.9849	0.9854	0.1946	0.0258	0.2044	0.1074	0.2384	0.0133	0.0951	0.2228	0.2279	0.1367	0.0541	0.0308	0.0796	0.1075	41.1550	36.5800	44.5800	40.7700	35.5400	37.5175	32.4417	30.6700	18.9500	51.3200	44.6750	41.1800	52.8750
0.7589	0.2706	0.2626	0.8333	0.9863	0.9275	0.4014	0.8584	0.8428	0.9813	0.9468	0.9545	0.4802	0.1892	0.3507	0.1882	0.0692	0.0844	0.1713	0.3078	0.1274	0.1598	0.1747	0.0993	0.0716	0.2135	7.5850	10.7600	3.5490	5.4500	2.5430	3.0980	3.0862	3.6000	1.3160	21.6900	4.0345	7.2740	14.8400
0.9047	0.3125	0.9492	0.9442	0.3462	0.9563	0.7120	0.4645	0.8852	0.9832	0.2863	0.8344	0.3586	0.0503	0.1675	0.0530	0.0835	0.0885	0.0345	0.1055	0.1727	0.0755	0.0483	0.0061	0.0955	0.0353	25.4050	22.5100	34.4900	31.7900	36.6600	24.0425	24.0300	18.9400	11.6100	22.0400	31.0650	23.5100	27.0300
0.8379	0.0689	0.5367	0.3436	0.8219	0.6478	0.7250	0.2800	0.1768	0.2409	0.8782	0.5295	0.9589	0.1669	0.2253	0.0893	0.1237	0.0472	0.0769	0.1041	0.1889	0.2081	0.3078	0.0262	0.1041	0.0260	22.4250	21.4200	23.5800	21.9800	19.5900	21.1000	18.3733	8.9280	6.1120	23.1500	25.1700	27.9400	33.3450
0.0545	0.0021	0.8892	0.5746	0.6316	0.3188	0.0045	0.0029	0.9547	0.2430	0.4939	0.2524	0.3924	0.1540	0.2256	0.0557	0.1088	0.0548	0.0790	0.1645	0.2451	0.1081	0.0905	0.0713	0.1249	0.1729	80.1400	61.5400	118.3000	102.0000	122.7000	48.6250	50.9617	41.7000	47.7400	75.9900	100.9000	105.5000	143.8000
0.5960	0.4396	0.2560	0.0014	0.2629	0.5704	0.0051	0.1745	0.8868	0.9752	0.9462	0.1162	0.8354	0.1731	0.1796	0.3042	0.2313	0.3376	0.1554	0.4226	0.3312	0.0737	0.1515	0.1109	0.4036	0.1283	26.8050	45.1500	55.2300	50.5600	36.6700	12.4600	9.5073	15.7900	7.7770	48.1600	28.4600	33.4300	38.4500
0.5715	0.7364	0.5760	0.2653	0.2251	0.0030	0.2413	0.6043	0.0476	0.7147	0.6311	0.5490	0.8857	0.1514	0.0630	0.0416	0.1777	0.2856	0.3372	0.2316	0.2282	0.2409	0.1758	0.0772	0.1197	0.1808	8.9010	8.1900	8.9030	8.9780	7.2730	6.5825	6.2455	6.9250	1.7530	13.1000	11.9100	11.1900	9.5190
0.3837	0.0000	0.1548	0.0000	0.0737	0.0894	0.0066	0.0427	0.0031	0.3818	0.0007	0.1467	0.0229	0.1702	0.3883	0.1900	0.3651	0.1752	0.2072	0.2307	0.3088	0.2165	0.1973	0.2915	0.1708	0.1740	33.2750	26.5700	21.6100	23.0000	31.7000	12.3265	18.4100	8.8580	9.0920	24.4300	33.1100	19.7000	21.0700
0.5870	0.5333	0.3504	0.4744	0.9935	0.5081	0.2077	0.6035	0.8553	0.9667	0.4993	0.6242	0.5298	0.0591	0.1311	0.1458	0.1409	0.0727	0.0683	0.1467	0.0481	0.0912	0.0787	0.0213	0.1283	0.0906	28.7250	25.2600	31.2600	28.2000	27.0300	20.0000	21.3350	10.5400	10.8600	25.8400	25.9200	29.4000	21.9600
0.7964	0.9562	0.8790	0.7045	0.5665	0.9653	0.4999	0.7298	0.7598	0.6025	0.0658	0.8487	0.8379	0.1900	0.0332	0.0642	0.1404	0.0782	0.0593	0.1346	0.0625	0.0788	0.1710	0.1608	0.0684	0.0342	41.9700	43.6000	46.4700	48.4700	51.0800	41.0200	42.6150	25.0500	11.9800	40.5000	55.7500	47.4100	56.3950
0.8535	0.3522	0.1395	0.1298	0.1537	0.3697	0.5552	0.2315	0.6401	0.8177	0.7684	0.7589	0.0379	0.0704	0.1314	0.1333	0.1698	0.1602	0.1043	0.1503	0.1665	0.1682	0.0820	0.0312	0.1092	0.1087	13.3150	10.7200	14.6800	12.5800	17.7400	10.0868	9.6192	5.2360	3.8430	11.0200	14.5400	7.7120	13.3800
0.9495	0.4188	0.2087	0.0009	0.5474	0.0263	0.0176	0.1538	0.0001	0.9338	0.5418	0.9309	0.0653	0.0567	0.1286	0.0965	0.3109	0.1058	0.1843	0.2152	0.2533	0.2709	0.0495	0.0927	0.0834	0.1151	29.9100	25.8800	26.3800	28.1600	29.7700	27.6200	25.3717	11.9600	8.2880	30.9000	44.4700	38.2700	35.0550
